step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8
7/28/2022 1:41:11,7/28/2022 5:31:29,7/28/2022 8:42:05,7/28/2022 13:36:09,7/28/2022 13:47:34,7/28/2022 13:48:30,7/28/2022 16:54:41,7/28/2022 17:48:38
7/28/2022 3:35:42,7/28/2022 4:47:32,7/28/2022 9:42:43,7/28/2022 9:51:47,7/28/2022 9:57:59,7/28/2022 12:50:20,7/28/2022 15:03:54,7/28/2022 18:32:24
7/28/2022 5:13:15,7/28/2022 6:43:45,7/28/2022 11:37:40,7/28/2022 15:08:26,7/28/2022 17:34:59,7/28/2022 19:56:32,7/28/2022 23:08:28,7/29/2022 0:17:11
7/28/2022 6:47:48,7/28/2022 8:53:36,7/28/2022 13:53:10,7/28/2022 16:02:06,7/28/2022 18:11:01,7/28/2022 21:37:55,7/29/2022 2:38:31,7/29/2022 5:05:03
7/28/2022 6:59:21,7/28/2022 11:21:14,7/28/2022 13:24:48,7/28/2022 14:49:56,7/28/2022 17:45:39,7/28/2022 17:48:39,7/28/2022 20:13:57,7/29/2022 0:29:36
7/28/2022 8:48:12,7/28/2022 13:17:14,7/28/2022 15:44:36,7/28/2022 18:47:08,7/28/2022 19:49:15,7/29/2022 0:24:56,7/29/2022 2:48:01,7/29/2022 6:35:26
7/28/2022 10:10:57,7/28/2022 15:07:48,7/28/2022 18:59:04,7/28/2022 23:40:22,7/29/2022 4:33:47,7/29/2022 8:48:47,7/29/2022 11:43:13,7/29/2022 15:20:38
7/28/2022 10:48:39,7/28/2022 14:26:21,7/28/2022 16:02:54,7/28/2022 19:45:59,7/28/2022 21:12:46,7/28/2022 22:02:39,7/29/2022 2:15:14,7/29/2022 5:19:28
7/28/2022 12:43:14,7/28/2022 13:24:42,7/28/2022 17:02:00,7/28/2022 21:25:34,7/29/2022 2:04:26,7/29/2022 6:39:07,7/29/2022 7:41:32,7/29/2022 10:42:12
7/28/2022 14:37:13,7/28/2022 18:59:36,7/28/2022 22:13:55,7/29/2022 1:37:59,7/29/2022 3:03:41,7/29/2022 6:00:48,7/29/2022 10:50:24,7/29/2022 11:17:36
7/28/2022 14:46:52,7/28/2022 19:03:17,7/28/2022 22:58:11,7/29/2022 0:02:00,7/29/2022 4:59:44,7/29/2022 9:36:52,7/29/2022 13:07:33,7/29/2022 17:10:36
7/28/2022 15:59:29,7/28/2022 18:06:19,7/28/2022 18:31:37,7/28/2022 21:46:51,7/29/2022 2:07:52,7/29/2022 6:59:52,7/29/2022 11:08:16,7/29/2022 13:08:46
7/28/2022 16:05:03,7/28/2022 17:35:42,7/28/2022 20:51:09,7/28/2022 21:41:38,7/28/2022 22:38:28,7/29/2022 0:56:34,7/29/2022 3:33:01,7/29/2022 4:29:32
7/28/2022 16:21:21,7/28/2022 19:13:28,7/28/2022 21:09:28,7/28/2022 23:37:26,7/29/2022 0:03:44,7/29/2022 4:54:04,7/29/2022 7:44:29,7/29/2022 7:49:35
7/28/2022 17:23:09,7/28/2022 19:28:44,7/28/2022 21:11:30,7/28/2022 21:57:09,7/29/2022 2:20:04,7/29/2022 3:59:31,7/29/2022 8:38:07,7/29/2022 11:19:49
7/28/2022 18:55:56,7/28/2022 20:23:05,7/28/2022 23:23:22,7/29/2022 1:40:46,7/29/2022 1:41:26,7/29/2022 3:55:45,7/29/2022 6:59:45,7/29/2022 9:05:16
7/28/2022 20:40:54,7/28/2022 21:01:08,7/29/2022 0:13:07,7/29/2022 2:12:47,7/29/2022 5:52:18,7/29/2022 9:26:16,7/29/2022 10:00:53,7/29/2022 10:41:31
7/28/2022 21:47:21,7/28/2022 22:27:07,7/29/2022 2:21:12,7/29/2022 3:02:15,7/29/2022 5:32:43,7/29/2022 7:16:05,7/29/2022 8:54:00,7/29/2022 11:49:28
7/28/2022 22:18:19,7/28/2022 22:54:59,7/28/2022 23:34:30,7/29/2022 2:45:29,7/29/2022 7:42:28,7/29/2022 10:40:23,7/29/2022 13:20:22,7/29/2022 14:57:02
7/28/2022 22:31:55,7/29/2022 2:05:51,7/29/2022 6:53:55,7/29/2022 8:44:02,7/29/2022 9:59:09,7/29/2022 12:40:51,7/29/2022 14:01:50,7/29/2022 16:57:30
7/28/2022 22:54:37,7/29/2022 0:16:58,7/29/2022 3:15:48,7/29/2022 6:54:16,7/29/2022 10:56:33,7/29/2022 15:54:32,7/29/2022 20:24:06,7/29/2022 22:09:36
7/29/2022 0:44:25,7/29/2022 2:37:08,7/29/2022 3:56:48,7/29/2022 5:14:02,7/29/2022 10:05:27,7/29/2022 13:36:21,7/29/2022 13:45:01,7/29/2022 14:32:27
7/29/2022 2:09:03,7/29/2022 4:45:05,7/29/2022 7:20:11,7/29/2022 8:02:05,7/29/2022 12:39:22,7/29/2022 17:05:11,7/29/2022 20:02:50,7/30/2022 0:51:33
7/29/2022 2:46:05,7/29/2022 7:04:24,7/29/2022 8:36:24,7/29/2022 9:36:26,7/29/2022 14:00:22,7/29/2022 14:51:24,7/29/2022 19:12:11,7/29/2022 19:53:36
7/29/2022 3:55:55,7/29/2022 7:16:22,7/29/2022 9:27:05,7/29/2022 10:21:04,7/29/2022 15:17:42,7/29/2022 17:45:42,7/29/2022 20:18:25,7/29/2022 23:03:32
7/29/2022 5:31:02,7/29/2022 6:41:53,7/29/2022 11:10:58,7/29/2022 16:08:06,7/29/2022 20:28:02,7/30/2022 1:09:50,7/30/2022 4:27:47,7/30/2022 5:52:51
7/29/2022 5:34:57,7/29/2022 9:15:22,7/29/2022 10:56:09,7/29/2022 13:15:46,7/29/2022 17:13:58,7/29/2022 20:42:48,7/29/2022 23:24:48,7/30/2022 0:58:34
7/29/2022 6:07:29,7/29/2022 7:55:40,7/29/2022 10:22:51,7/29/2022 14:09:39,7/29/2022 17:18:10,7/29/2022 18:55:15,7/29/2022 23:39:38,7/30/2022 2:27:04
7/29/2022 7:14:58,7/29/2022 9:15:49,7/29/2022 12:48:03,7/29/2022 16:46:33,7/29/2022 18:01:42,7/29/2022 22:51:51,7/30/2022 3:13:42,7/30/2022 4:00:27
7/29/2022 7:34:43,7/29/2022 9:48:18,7/29/2022 10:11:26,7/29/2022 14:00:36,7/29/2022 18:35:48,7/29/2022 20:17:39,7/29/2022 20:26:00,7/29/2022 23:26:32
7/29/2022 9:08:14,7/29/2022 12:42:33,7/29/2022 17:08:50,7/29/2022 22:01:58,7/30/2022 2:50:21,7/30/2022 3:18:41,7/30/2022 5:02:23,7/30/2022 7:59:02
7/29/2022 9:19:17,7/29/2022 14:09:35,7/29/2022 15:23:31,7/29/2022 16:38:39,7/29/2022 17:31:11,7/29/2022 19:07:22,7/30/2022 0:04:21,7/30/2022 2:25:23
7/29/2022 9:57:21,7/29/2022 13:28:39,7/29/2022 13:31:49,7/29/2022 16:04:00,7/29/2022 17:59:49,7/29/2022 19:00:03,7/29/2022 20:02:04,7/29/2022 21:06:53
7/29/2022 10:33:03,7/29/2022 10:41:07,7/29/2022 14:12:32,7/29/2022 16:56:18,7/29/2022 20:15:39,7/29/2022 22:45:24,7/30/2022 0:23:07,7/30/2022 5:15:49
7/29/2022 12:01:10,7/29/2022 13:54:10,7/29/2022 18:12:29,7/29/2022 22:21:31,7/30/2022 0:26:29,7/30/2022 2:53:32,7/30/2022 6:37:17,7/30/2022 7:20:30
7/29/2022 12:21:44,7/29/2022 12:57:20,7/29/2022 14:40:23,7/29/2022 19:35:41,7/29/2022 22:36:48,7/29/2022 23:32:16,7/30/2022 3:21:22,7/30/2022 6:33:13
7/29/2022 13:30:26,7/29/2022 16:50:24,7/29/2022 19:30:26,7/29/2022 22:31:25,7/30/2022 3:14:47,7/30/2022 6:15:17,7/30/2022 8:42:58,7/30/2022 9:54:10
7/29/2022 14:30:40,7/29/2022 14:56:24,7/29/2022 18:54:22,7/29/2022 22:37:13,7/30/2022 3:34:00,7/30/2022 6:08:25,7/30/2022 10:27:45,7/30/2022 13:01:36
7/29/2022 15:11:39,7/29/2022 16:03:58,7/29/2022 17:10:14,7/29/2022 20:48:41,7/29/2022 20:50:56,7/29/2022 21:52:41,7/29/2022 23:30:16,7/30/2022 3:55:01
7/29/2022 16:59:13,7/29/2022 21:38:04,7/29/2022 22:54:52,7/30/2022 2:10:29,7/30/2022 6:05:08,7/30/2022 8:13:22,7/30/2022 9:01:17,7/30/2022 13:55:52
7/29/2022 18:13:06,7/29/2022 21:20:41,7/29/2022 22:13:43,7/30/2022 2:29:33,7/30/2022 3:11:39,7/30/2022 6:17:12,7/30/2022 8:05:11,7/30/2022 9:02:52
7/29/2022 19:54:41,7/29/2022 19:55:34,7/30/2022 0:35:44,7/30/2022 1:18:23,7/30/2022 1:35:23,7/30/2022 5:31:52,7/30/2022 10:13:11,7/30/2022 14:17:57
7/29/2022 21:21:16,7/30/2022 2:06:28,7/30/2022 5:06:33,7/30/2022 9:11:59,7/30/2022 13:50:30,7/30/2022 15:23:53,7/30/2022 19:41:35,7/30/2022 20:15:59
7/29/2022 23:21:17,7/30/2022 3:29:45,7/30/2022 3:41:32,7/30/2022 7:22:55,7/30/2022 9:53:30,7/30/2022 13:29:07,7/30/2022 18:21:49,7/30/2022 18:39:12
7/30/2022 0:07:44,7/30/2022 1:22:34,7/30/2022 6:10:34,7/30/2022 8:45:38,7/30/2022 10:25:28,7/30/2022 15:19:03,7/30/2022 19:35:25,7/30/2022 20:37:59
7/30/2022 0:16:44,7/30/2022 4:56:32,7/30/2022 9:05:31,7/30/2022 13:41:05,7/30/2022 18:36:51,7/30/2022 22:11:51,7/31/2022 2:27:13,7/31/2022 5:55:13
7/30/2022 1:11:38,7/30/2022 4:12:42,7/30/2022 4:56:17,7/30/2022 6:46:52,7/30/2022 8:57:00,7/30/2022 10:34:28,7/30/2022 13:00:47,7/30/2022 13:27:59
7/30/2022 1:14:09,7/30/2022 5:33:48,7/30/2022 7:53:04,7/30/2022 9:29:04,7/30/2022 12:23:46,7/30/2022 13:12:09,7/30/2022 14:28:52,7/30/2022 15:28:57
7/30/2022 2:42:56,7/30/2022 4:44:01,7/30/2022 8:14:48,7/30/2022 13:03:58,7/30/2022 17:55:03,7/30/2022 19:01:48,7/30/2022 20:23:23,7/30/2022 22:08:11
7/30/2022 4:07:54,7/30/2022 4:37:51,7/30/2022 5:46:59,7/30/2022 10:08:34,7/30/2022 12:22:44,7/30/2022 16:25:15,7/30/2022 16:46:51,7/30/2022 17:14:11
7/30/2022 5:42:30,7/30/2022 5:53:11,7/30/2022 10:38:00,7/30/2022 14:29:42,7/30/2022 15:42:39,7/30/2022 20:29:12,7/31/2022 0:13:35,7/31/2022 3:00:35
7/30/2022 7:35:02,7/30/2022 8:48:44,7/30/2022 12:56:30,7/30/2022 13:38:49,7/30/2022 15:12:12,7/30/2022 19:34:22,7/30/2022 19:43:37,7/31/2022 0:10:32
7/30/2022 9:13:16,7/30/2022 12:59:31,7/30/2022 15:24:22,7/30/2022 17:12:59,7/30/2022 19:22:34,7/30/2022 20:40:32,7/31/2022 1:35:09,7/31/2022 2:19:12
7/30/2022 10:19:56,7/30/2022 15:16:19,7/30/2022 16:09:20,7/30/2022 20:50:56,7/31/2022 1:03:19,7/31/2022 2:27:39,7/31/2022 6:23:25,7/31/2022 8:59:04
7/30/2022 11:35:33,7/30/2022 15:07:41,7/30/2022 17:13:33,7/30/2022 21:43:32,7/31/2022 2:24:16,7/31/2022 5:41:22,7/31/2022 9:03:11,7/31/2022 11:55:07
7/30/2022 13:08:45,7/30/2022 15:47:24,7/30/2022 18:36:02,7/30/2022 23:23:20,7/31/2022 1:31:47,7/31/2022 6:21:36,7/31/2022 8:52:30,7/31/2022 10:42:52
7/30/2022 14:17:34,7/30/2022 18:56:32,7/30/2022 23:01:38,7/30/2022 23:01:43,7/31/2022 3:14:42,7/31/2022 7:08:28,7/31/2022 8:50:36,7/31/2022 10:20:51
7/30/2022 15:32:24,7/30/2022 16:14:59,7/30/2022 17:24:21,7/30/2022 20:58:39,7/30/2022 23:08:55,7/31/2022 0:26:55,7/31/2022 5:01:36,7/31/2022 6:30:30
7/30/2022 15:43:24,7/30/2022 20:09:38,7/30/2022 23:21:21,7/31/2022 2:29:34,7/31/2022 3:49:46,7/31/2022 6:27:20,7/31/2022 9:57:17,7/31/2022 14:50:10
7/30/2022 16:53:29,7/30/2022 18:11:38,7/30/2022 20:55:56,7/31/2022 1:17:45,7/31/2022 4:43:40,7/31/2022 5:41:40,7/31/2022 6:06:47,7/31/2022 9:52:10
7/30/2022 17:32:35,7/30/2022 18:34:35,7/30/2022 19:55:32,7/30/2022 21:30:28,7/30/2022 21:33:16,7/31/2022 0:07:51,7/31/2022 3:29:59,7/31/2022 7:08:14
7/30/2022 19:28:16,7/30/2022 21:42:37,7/30/2022 21:50:06,7/31/2022 2:13:09,7/31/2022 6:09:43,7/31/2022 6:24:44,7/31/2022 6:25:37,7/31/2022 10:38:58
7/30/2022 19:51:16,7/30/2022 21:36:11,7/31/2022 1:35:42,7/31/2022 3:59:10,7/31/2022 5:23:14,7/31/2022 9:59:55,7/31/2022 11:22:16,7/31/2022 11:51:42
7/30/2022 21:29:38,7/31/2022 0:59:07,7/31/2022 4:15:28,7/31/2022 9:13:18,7/31/2022 13:45:30,7/31/2022 18:03:37,7/31/2022 18:40:38,7/31/2022 22:18:25
7/30/2022 22:40:10,7/31/2022 0:47:10,7/31/2022 2:07:47,7/31/2022 4:27:36,7/31/2022 6:16:19,7/31/2022 8:05:27,7/31/2022 12:25:13,7/31/2022 15:01:06
7/30/2022 23:03:20,7/30/2022 23:17:25,7/31/2022 2:18:05,7/31/2022 4:24:21,7/31/2022 7:26:21,7/31/2022 9:58:22,7/31/2022 14:36:58,7/31/2022 14:58:10
7/30/2022 23:17:36,7/31/2022 3:35:46,7/31/2022 3:51:46,7/31/2022 8:04:32,7/31/2022 10:31:51,7/31/2022 10:47:54,7/31/2022 11:12:39,7/31/2022 12:57:35
7/31/2022 1:09:46,7/31/2022 4:44:46,7/31/2022 5:19:57,7/31/2022 6:42:42,7/31/2022 8:08:17,7/31/2022 13:05:47,7/31/2022 14:12:14,7/31/2022 15:56:03
7/31/2022 2:55:29,7/31/2022 5:27:46,7/31/2022 7:41:34,7/31/2022 7:59:15,7/31/2022 12:44:13,7/31/2022 14:27:21,7/31/2022 16:29:42,7/31/2022 20:09:44
7/31/2022 4:18:01,7/31/2022 6:52:15,7/31/2022 9:06:05,7/31/2022 12:56:52,7/31/2022 16:26:52,7/31/2022 20:13:41,7/31/2022 20:34:32,7/31/2022 22:14:51
7/31/2022 5:45:34,7/31/2022 8:50:33,7/31/2022 13:19:48,7/31/2022 14:57:02,7/31/2022 18:30:54,7/31/2022 19:16:55,7/31/2022 23:54:12,8/1/2022 2:53:55
7/31/2022 7:01:49,7/31/2022 9:10:33,7/31/2022 14:04:14,7/31/2022 18:26:16,7/31/2022 21:00:02,8/1/2022 1:26:40,8/1/2022 3:39:54,8/1/2022 6:54:03
7/31/2022 8:31:01,7/31/2022 9:00:05,7/31/2022 9:50:30,7/31/2022 11:14:23,7/31/2022 14:49:27,7/31/2022 19:49:42,7/31/2022 23:32:40,7/31/2022 23:42:54
7/31/2022 10:08:01,7/31/2022 11:26:04,7/31/2022 14:07:26,7/31/2022 14:31:03,7/31/2022 15:59:24,7/31/2022 16:12:24,7/31/2022 20:53:19,8/1/2022 0:31:31
7/31/2022 10:13:28,7/31/2022 10:21:08,7/31/2022 12:45:43,7/31/2022 15:10:04,7/31/2022 16:51:25,7/31/2022 20:23:05,7/31/2022 20:36:05,7/31/2022 21:56:59
7/31/2022 10:37:18,7/31/2022 10:43:24,7/31/2022 15:36:41,7/31/2022 17:03:47,7/31/2022 21:54:40,7/31/2022 22:00:37,8/1/2022 2:49:24,8/1/2022 3:36:24
7/31/2022 11:22:43,7/31/2022 13:25:38,7/31/2022 14:10:22,7/31/2022 14:30:04,7/31/2022 17:31:58,7/31/2022 17:56:17,7/31/2022 18:50:07,7/31/2022 21:46:25
7/31/2022 12:06:32,7/31/2022 13:11:05,7/31/2022 14:31:23,7/31/2022 15:01:28,7/31/2022 16:29:45,7/31/2022 19:40:36,7/31/2022 20:48:37,7/31/2022 21:38:59
7/31/2022 12:07:02,7/31/2022 15:14:26,7/31/2022 15:38:12,7/31/2022 16:50:45,7/31/2022 19:16:05,7/31/2022 23:58:12,8/1/2022 2:38:47,8/1/2022 4:52:48
7/31/2022 13:58:45,7/31/2022 14:14:01,7/31/2022 17:44:15,7/31/2022 18:47:39,7/31/2022 19:45:15,7/31/2022 21:16:55,7/31/2022 21:58:47,7/31/2022 22:52:19
7/31/2022 15:45:34,7/31/2022 16:23:54,7/31/2022 16:52:34,7/31/2022 20:38:29,8/1/2022 1:05:13,8/1/2022 4:19:58,8/1/2022 4:59:16,8/1/2022 6:55:35
7/31/2022 15:53:03,7/31/2022 19:36:47,7/31/2022 21:39:32,7/31/2022 22:34:26,8/1/2022 2:14:12,8/1/2022 5:42:13,8/1/2022 8:34:28,8/1/2022 13:20:15
7/31/2022 17:17:31,7/31/2022 19:14:35,7/31/2022 20:02:06,7/31/2022 22:51:06,8/1/2022 1:35:40,8/1/2022 4:32:56,8/1/2022 7:18:16,8/1/2022 9:31:32
7/31/2022 17:52:15,7/31/2022 21:46:31,7/31/2022 23:36:38,8/1/2022 0:28:27,8/1/2022 1:09:59,8/1/2022 3:27:52,8/1/2022 5:55:31,8/1/2022 9:55:00
7/31/2022 18:05:36,7/31/2022 22:56:22,8/1/2022 2:57:46,8/1/2022 4:41:37,8/1/2022 6:42:30,8/1/2022 10:50:45,8/1/2022 11:42:43,8/1/2022 15:00:36
7/31/2022 19:37:52,7/31/2022 19:42:59,7/31/2022 20:22:26,7/31/2022 22:15:10,8/1/2022 0:40:09,8/1/2022 2:07:17,8/1/2022 3:31:59,8/1/2022 7:21:41
7/31/2022 20:24:47,7/31/2022 23:04:59,7/31/2022 23:33:10,8/1/2022 3:16:53,8/1/2022 4:32:26,8/1/2022 5:44:51,8/1/2022 7:44:16,8/1/2022 10:50:00
7/31/2022 21:31:06,8/1/2022 0:27:48,8/1/2022 2:44:25,8/1/2022 4:06:38,8/1/2022 6:52:34,8/1/2022 9:55:34,8/1/2022 14:22:36,8/1/2022 17:54:42
7/31/2022 22:55:17,8/1/2022 2:20:59,8/1/2022 6:03:10,8/1/2022 8:22:38,8/1/2022 10:15:59,8/1/2022 10:29:47,8/1/2022 15:08:45,8/1/2022 16:40:16
7/31/2022 23:19:17,8/1/2022 1:26:41,8/1/2022 3:42:27,8/1/2022 5:39:25,8/1/2022 5:51:35,8/1/2022 6:55:40,8/1/2022 11:48:36,8/1/2022 13:27:15
8/1/2022 1:15:19,8/1/2022 5:51:39,8/1/2022 9:43:23,8/1/2022 12:36:07,8/1/2022 14:15:36,8/1/2022 17:18:05,8/1/2022 21:36:27,8/2/2022 1:44:30
8/1/2022 2:44:42,8/1/2022 4:44:19,8/1/2022 5:45:50,8/1/2022 6:42:20,8/1/2022 10:21:52,8/1/2022 15:03:14,8/1/2022 19:57:24,8/1/2022 21:23:43
8/1/2022 3:04:17,8/1/2022 5:45:23,8/1/2022 7:45:50,8/1/2022 12:27:42,8/1/2022 17:17:30,8/1/2022 20:37:19,8/1/2022 21:51:55,8/2/2022 1:48:18
8/1/2022 3:44:14,8/1/2022 5:00:42,8/1/2022 5:51:25,8/1/2022 9:46:04,8/1/2022 12:28:44,8/1/2022 12:46:38,8/1/2022 13:02:17,8/1/2022 17:35:02
8/1/2022 4:13:59,8/1/2022 7:03:31,8/1/2022 8:58:21,8/1/2022 12:46:11,8/1/2022 14:56:30,8/1/2022 17:55:44,8/1/2022 20:00:31,8/1/2022 22:51:44
8/1/2022 5:11:26,8/1/2022 8:07:01,8/1/2022 11:57:00,8/1/2022 12:35:29,8/1/2022 16:36:17,8/1/2022 19:27:26,8/1/2022 19:55:41,8/1/2022 23:34:42
8/1/2022 5:28:33,8/1/2022 7:21:40,8/1/2022 11:18:46,8/1/2022 12:22:40,8/1/2022 13:19:25,8/1/2022 14:54:59,8/1/2022 18:59:15,8/1/2022 20:19:36
8/1/2022 7:26:47,8/1/2022 12:27:25,8/1/2022 12:30:56,8/1/2022 13:34:44,8/1/2022 16:34:52,8/1/2022 21:17:29,8/1/2022 22:24:03,8/2/2022 2:43:14
8/1/2022 8:51:42,8/1/2022 9:36:56,8/1/2022 10:11:27,8/1/2022 12:02:40,8/1/2022 13:47:43,8/1/2022 14:02:37,8/1/2022 14:06:56,8/1/2022 15:44:36
8/1/2022 9:07:46,8/1/2022 12:39:47,8/1/2022 15:25:52,8/1/2022 18:17:18,8/1/2022 19:09:34,8/1/2022 22:56:02,8/2/2022 1:56:40,8/2/2022 6:00:35
8/1/2022 10:43:54,8/1/2022 12:48:50,8/1/2022 15:26:56,8/1/2022 19:44:06,8/1/2022 21:22:12,8/1/2022 22:42:09,8/2/2022 0:42:41,8/2/2022 4:42:42
8/1/2022 11:35:08,8/1/2022 13:16:15,8/1/2022 17:36:20,8/1/2022 19:20:12,8/1/2022 20:45:21,8/1/2022 21:06:06,8/1/2022 22:23:47,8/2/2022 0:40:49
8/1/2022 13:27:07,8/1/2022 13:34:17,8/1/2022 16:02:59,8/1/2022 20:52:40,8/1/2022 22:48:05,8/1/2022 23:30:05,8/2/2022 2:34:06,8/2/2022 4:29:45
8/1/2022 14:37:29,8/1/2022 15:13:20,8/1/2022 18:52:58,8/1/2022 21:34:39,8/2/2022 1:10:52,8/2/2022 4:19:38,8/2/2022 8:45:38,8/2/2022 10:28:51
8/1/2022 15:15:53,8/1/2022 18:26:51,8/1/2022 23:21:12,8/2/2022 3:51:24,8/2/2022 6:52:17,8/2/2022 8:52:40,8/2/2022 13:40:07,8/2/2022 16:36:32
8/1/2022 16:38:15,8/1/2022 21:23:00,8/1/2022 21:34:00,8/2/2022 0:25:26,8/2/2022 2:29:23,8/2/2022 7:27:01,8/2/2022 8:36:38,8/2/2022 11:08:55
8/1/2022 18:00:04,8/1/2022 22:04:53,8/2/2022 0:49:05,8/2/2022 3:26:53,8/2/2022 3:51:33,8/2/2022 4:54:59,8/2/2022 8:18:38,8/2/2022 10:54:24
8/1/2022 19:00:06,8/1/2022 20:58:25,8/1/2022 23:18:25,8/1/2022 23:19:46,8/2/2022 1:05:22,8/2/2022 1:35:49,8/2/2022 3:43:55,8/2/2022 7:49:52
8/1/2022 20:56:12,8/1/2022 21:07:29,8/2/2022 1:33:11,8/2/2022 2:32:59,8/2/2022 5:53:03,8/2/2022 7:30:05,8/2/2022 7:34:17,8/2/2022 10:45:45
8/1/2022 22:47:14,8/1/2022 23:41:13,8/2/2022 4:25:51,8/2/2022 4:35:09,8/2/2022 7:43:37,8/2/2022 8:53:52,8/2/2022 10:47:12,8/2/2022 13:10:15
8/1/2022 22:59:57,8/2/2022 3:37:44,8/2/2022 5:44:47,8/2/2022 8:13:21,8/2/2022 8:57:00,8/2/2022 11:11:45,8/2/2022 14:06:17,8/2/2022 15:30:09
8/2/2022 0:33:18,8/2/2022 1:41:25,8/2/2022 6:11:03,8/2/2022 9:40:45,8/2/2022 10:55:56,8/2/2022 14:35:46,8/2/2022 16:50:07,8/2/2022 17:42:21
8/2/2022 1:26:18,8/2/2022 6:14:36,8/2/2022 10:09:56,8/2/2022 10:34:46,8/2/2022 14:21:47,8/2/2022 15:37:03,8/2/2022 19:51:04,8/2/2022 23:35:13
8/2/2022 3:24:18,8/2/2022 6:14:21,8/2/2022 8:51:53,8/2/2022 11:12:34,8/2/2022 11:27:14,8/2/2022 15:51:28,8/2/2022 15:54:29,8/2/2022 19:09:40
8/2/2022 4:25:00,8/2/2022 4:41:41,8/2/2022 5:07:26,8/2/2022 8:12:37,8/2/2022 13:10:51,8/2/2022 14:19:36,8/2/2022 15:25:09,8/2/2022 18:21:14
8/2/2022 5:52:36,8/2/2022 6:51:22,8/2/2022 7:19:45,8/2/2022 9:13:00,8/2/2022 13:09:59,8/2/2022 15:34:10,8/2/2022 18:05:10,8/2/2022 18:47:16
8/2/2022 7:08:24,8/2/2022 8:13:02,8/2/2022 11:52:22,8/2/2022 14:04:28,8/2/2022 16:34:14,8/2/2022 19:26:30,8/2/2022 20:14:42,8/2/2022 23:32:21
8/2/2022 8:12:11,8/2/2022 11:14:47,8/2/2022 11:16:52,8/2/2022 15:43:32,8/2/2022 20:34:32,8/2/2022 22:01:40,8/3/2022 0:37:02,8/3/2022 5:16:02
8/2/2022 9:45:23,8/2/2022 12:44:36,8/2/2022 12:51:42,8/2/2022 17:11:49,8/2/2022 21:21:41,8/2/2022 21:56:59,8/3/2022 2:36:17,8/3/2022 6:15:30
8/2/2022 11:11:06,8/2/2022 11:47:11,8/2/2022 14:23:35,8/2/2022 19:08:14,8/2/2022 20:19:06,8/3/2022 0:00:17,8/3/2022 3:14:46,8/3/2022 3:41:57
8/2/2022 11:37:06,8/2/2022 16:12:24,8/2/2022 18:28:55,8/2/2022 18:48:30,8/2/2022 20:42:20,8/2/2022 22:05:28,8/3/2022 2:02:01,8/3/2022 3:37:46
8/2/2022 13:18:32,8/2/2022 15:13:47,8/2/2022 16:17:13,8/2/2022 21:00:15,8/3/2022 0:15:29,8/3/2022 1:05:23,8/3/2022 2:48:12,8/3/2022 5:12:33
8/2/2022 13:19:16,8/2/2022 14:33:38,8/2/2022 16:47:50,8/2/2022 19:42:16,8/2/2022 21:11:40,8/2/2022 22:38:07,8/3/2022 0:34:46,8/3/2022 4:45:04
8/2/2022 13:22:24,8/2/2022 14:04:40,8/2/2022 16:39:43,8/2/2022 17:56:00,8/2/2022 21:55:30,8/2/2022 23:33:03,8/3/2022 1:01:49,8/3/2022 2:34:51
8/2/2022 14:51:09,8/2/2022 16:30:20,8/2/2022 18:14:48,8/2/2022 21:16:33,8/2/2022 21:23:43,8/2/2022 21:24:39,8/2/2022 22:37:35,8/3/2022 3:28:15
8/2/2022 15:17:43,8/2/2022 16:18:23,8/2/2022 18:27:56,8/2/2022 19:04:09,8/2/2022 19:44:41,8/2/2022 20:44:20,8/3/2022 1:09:44,8/3/2022 1:19:31
8/2/2022 16:32:44,8/2/2022 19:04:44,8/2/2022 23:34:17,8/3/2022 4:02:32,8/3/2022 6:03:43,8/3/2022 7:09:26,8/3/2022 11:09:52,8/3/2022 14:05:17
8/2/2022 18:15:43,8/2/2022 20:14:30,8/2/2022 20:24:47,8/2/2022 23:51:27,8/2/2022 23:54:01,8/3/2022 2:07:50,8/3/2022 6:42:12,8/3/2022 7:20:38
8/2/2022 18:57:41,8/2/2022 21:50:17,8/3/2022 1:28:14,8/3/2022 5:38:37,8/3/2022 10:35:02,8/3/2022 11:22:14,8/3/2022 14:07:23,8/3/2022 15:29:19
8/2/2022 19:57:16,8/2/2022 21:46:02,8/3/2022 1:52:42,8/3/2022 6:46:14,8/3/2022 8:14:53,8/3/2022 8:21:37,8/3/2022 8:27:14,8/3/2022 9:43:28
8/2/2022 21:23:39,8/3/2022 1:26:19,8/3/2022 4:06:50,8/3/2022 9:03:31,8/3/2022 11:43:01,8/3/2022 15:54:38,8/3/2022 20:43:09,8/3/2022 21:40:00
8/2/2022 23:03:59,8/3/2022 2:52:50,8/3/2022 4:03:53,8/3/2022 7:18:28,8/3/2022 11:38:31,8/3/2022 14:39:10,8/3/2022 19:31:28,8/3/2022 21:59:34
8/2/2022 23:23:52,8/3/2022 0:17:08,8/3/2022 2:53:34,8/3/2022 5:33:01,8/3/2022 8:08:20,8/3/2022 12:30:04,8/3/2022 12:52:11,8/3/2022 13:32:47
8/2/2022 23:47:04,8/3/2022 1:11:16,8/3/2022 2:15:13,8/3/2022 2:31:54,8/3/2022 6:23:22,8/3/2022 9:15:18,8/3/2022 13:30:51,8/3/2022 16:13:32
